,USP33,USP39,FBXO22,DDIT4,RGS5,EI
TCGA-CW-5583,54.4049,28.7953,6.3668,222.7927,3891.771,0.98315509
TCGA-A3-3343,33.5304,26.2517,5.7855,434.9166,690.2609,0.98778861
TCGA-B0-4833,23.0921,24.1017,5.5709,102.0845,1025.6063,0.9712465
TCGA-BP-4798,26.2702,29.839,5.2493,136.5233,286.7898,0.92501117
TCGA-B0-4852,34.1409,29.9479,7.7381,97.3154,960.3828,0.97393058
TCGA-CJ-4889,28.061,29.1302,6.5888,110.3145,779.5566,0.96018364
TCGA-BP-5181,36.2417,24.3726,6.5402,216.6939,1831.1526,0.98901773
TCGA-B8-A54J,31.789,33.7328,6.8004,497.9583,2312.5143,0.99126352
TCGA-BP-4960,12.6389,13.8469,3.1406,256.3516,404.0839,0.98922178
TCGA-BP-4325,38.9365,23.5248,9.005,107.7011,512.7994,0.89868381
TCGA-CJ-5682,28.7249,35.2697,5.5548,125.2794,1307.6439,0.98061327
TCGA-BP-4776,17.0145,19.8616,3.8878,117.8431,1981.0667,0.98883984
TCGA-CJ-4881,26.9374,30.189,6.637,243.3809,727.4866,0.96717583
TCGA-BP-4974,37.8246,33.4675,8.1561,301.3846,3500.2415,0.99482348
TCGA-CJ-4635,28.0964,24.1845,10.2651,79.7072,353.6044,0.95169779
TCGA-B4-5378,54.6908,36.5801,8.5003,387.966,6850.3219,0.98739521
TCGA-B0-4839,15.9754,18.1176,3.2939,146.7936,373.7157,0.99186313
TCGA-B0-4821,21.696,33.6228,6.0663,301.4657,426.1401,0.92456557
TCGA-CJ-4923,22.0298,27.5024,6.7291,252.7594,580.3112,0.97392535
TCGA-EU-5907,29.1462,33.8101,9.0178,417.537,183.8991,0.87344058
TCGA-BP-5196,33.818,36.9226,12.1784,226.9567,464.1285,0.96860859
TCGA-BP-5001,14.219,13.346,3.3318,28.5097,655.3807,0.96027077
TCGA-CJ-4868,29.2184,33.6767,6.5358,712.1159,907.6833,0.98234194
TCGA-BP-4789,43.9474,31.9989,6.8741,214.2517,5228.1857,0.9936008
TCGA-B0-5083,19.255,24.3806,5.0648,37.0101,348.5973,0.83782777
TCGA-G6-A8L7,8.6144,19.1754,3.6263,236.7291,71.8953,0.87262694
TCGA-BP-4975,34.1821,22.8107,7.1685,135.5612,1772.4041,0.97880449
TCGA-AK-3456,40.1639,28.3254,8.8946,66.1033,23.6863,0.47412537
TCGA-A3-A6NL,37.7525,31.4596,6.6436,257.256,2392.7574,0.99647176
TCGA-BP-5200,27.5304,27.5003,5.9554,74.8918,1031.2372,0.99103682
TCGA-A3-3373,22.8664,25.6109,8.6803,109.6931,1097.2632,0.97475133
TCGA-BP-5187,34.4133,24.1619,6.8411,519.37,3231.6548,0.97388133
TCGA-CJ-4875,20.5664,17.5304,6.3815,55.1954,633.8196,0.98720448
TCGA-BP-5007,35.5717,23.5962,6.0051,421.5847,1527.1715,0.99079817
TCGA-B0-4841,8.8248,8.3852,1.7545,35.9678,641.8671,0.99668111
TCGA-BP-5009,16.9072,14.5869,4.8933,142.5532,486.6332,0.98961258
TCGA-B0-4824,40.9923,25.4457,9.2069,79.7825,1037.5201,0.97182911
TCGA-A3-3316,26.9851,22.0184,6.6376,112.0543,693.6315,0.97616825
TCGA-BP-4353,42.3123,37.268,10.6999,680.794,594.9914,0.99183769
TCGA-B0-4843,14.4565,16.933,4.8796,34.5082,674.9547,0.99493897
TCGA-CJ-4907,34.22,30.2606,6.4488,254.0242,2376.5715,0.99462509
TCGA-A3-A6NI,28.2916,26.4853,7.8354,312.891,487.2219,0.95803689
TCGA-CJ-4634,50.6778,31.0677,9.5063,326.1293,935.9264,0.98224653
TCGA-DV-5569,28.1621,26.2345,7.5211,139.1008,1249.9509,0.97477663
TCGA-BP-5189,38.3419,16.8968,9.7597,250.3616,1568.2547,0.98559308
TCGA-CJ-5683,21.7119,26.1057,7.0347,120.6412,1312.47,0.98148623
TCGA-B0-4707,14.354,16.2711,5.5818,79.515,413.8234,0.54415378
TCGA-BP-5191,7.6539,7.7284,2.0992,41.4166,137.6094,0.86593267
TCGA-BP-4795,42.4568,40.7487,7.0096,186.8861,4159.244,0.99022324
TCGA-BP-5170,29.8636,26.5932,6.4979,334.4153,1138.3214,0.98478013
TCGA-AK-3427,22.9976,45.6594,13.2865,19.6537,222.0288,0.77753779
TCGA-A3-3307,46.5833,36.8657,9.6727,226.4186,2024.3696,0.98836888
TCGA-B0-5692,27.2271,23.5938,5.8367,95.417,472.087,0.94836735
TCGA-CJ-4893,41.7436,32.9569,9.8415,82.165,1216.8243,0.99086264
TCGA-A3-3325,27.9662,27.5296,8.6166,176.6492,1463.7809,0.97956977
TCGA-CZ-4860,33.1689,56.5034,8.6222,171.0108,19.9588,0.46708432
TCGA-BP-4963,27.016,24.6832,7.8689,359.5803,775.2991,0.9786935
TCGA-B8-5165,45.8998,31.8744,6.9865,196.4568,2013.3802,0.98646341
TCGA-BP-4989,17.6702,25.1503,7.0738,97.138,502.2896,0.88417905
TCGA-CJ-5671,17.2319,33.6963,5.3599,773.6292,471.3664,0.98939202
TCGA-B2-5635,65.6275,15.8001,9.1496,189.9035,383.6158,0.96771282
TCGA-BP-4777,22.8266,25.1576,7.1069,93.2209,584.1078,0.94546709
TCGA-CJ-4636,25.3484,25.3596,6.9254,53.3905,902.2747,0.96195124
TCGA-BP-4807,44.2095,28.1343,6.7978,151.9125,1708.7767,0.94872985
TCGA-B0-5077,25.321,21.06,6.4655,180.8881,1137.2891,0.96511999
TCGA-BP-5201,17.016,23.3956,5.8617,75.7187,910.1223,0.96686595
TCGA-BP-4784,38.765,34.5351,8.1845,461.4305,2431.4692,0.99065924
TCGA-BP-4338,17.2811,33.0477,6.0773,148.0747,78.2448,0.70234814
TCGA-BP-5180,27.4559,18.8732,8.5419,263.4568,138.9681,0.87640447
TCGA-B8-A8YJ,35.0022,34.5435,5.2166,441.1367,1356.5047,0.98955735
TCGA-A3-3323,42.9911,22.6785,7.7967,409.5423,1783.3948,0.9798311
TCGA-CJ-4894,29.0582,35.2967,10.346,60.9966,1329.3979,0.98026934
TCGA-B8-5551,28.9416,33.4881,6.2781,153.9463,44.4972,0.75627818
TCGA-AK-3454,13.0968,20.5655,4.7335,86.6106,504.998,0.98015056
TCGA-B8-A54E,36.3673,42.4541,12.2721,143.6976,186.98,0.27127161
TCGA-BP-4969,16.2647,19.9864,8.5904,123.1154,749.1851,0.9613617
TCGA-B0-5702,8.3684,21.9189,0.8508,3.0131,77.4906,0.91722743
TCGA-B2-3924,29.4326,11.6562,5.4158,164.3331,250.3,0.9486453
TCGA-B8-A54H,38.425,30.74,9.4526,149.6638,1426.7401,0.99084501
TCGA-CJ-4871,29.1364,27.8556,11.8049,281.1299,1630.813,0.98216378
TCGA-B0-5107,23.3067,35.2347,10.652,152.7052,29.4756,0.09349688
TCGA-BP-5186,43.6093,27.7072,7.4637,125.0396,2166.1773,0.95861141
TCGA-BP-4169,38.6629,30.6452,8.2512,339.1733,2107.0816,0.98690294
TCGA-B4-5843,59.0219,48.9704,8.8464,192.0809,1761.5506,0.98005976
TCGA-CJ-4891,17.5436,25.8526,7.623,212.7816,272.035,0.87747126
TCGA-BP-4164,51.1532,27.8111,8.611,225.4002,1184.8325,0.9404469
TCGA-CZ-4854,23.4556,31.9845,7.8305,189.2006,515.0623,0.93135244
TCGA-A3-3331,41.064,21.8401,8.1521,62.3328,1356.8913,0.97966887
TCGA-A3-3365,50.9551,40.5485,10.2442,176.9047,4441.7561,0.99134694
TCGA-BP-5169,5.3898,9.0557,1.8292,135.9079,64.1195,0.85914974
TCGA-BP-5183,27.9784,24.4088,9.8808,230.7787,152.9719,0.95930357
TCGA-AK-3450,43.6621,28.7471,8.8786,599.1156,1202.0392,0.96558415
TCGA-A3-3370,40.9544,25.1222,7.5609,214.2572,1978.0818,0.97025242
TCGA-CJ-4878,37.1245,30.1096,9.1338,255.2678,969.9123,0.97778177
TCGA-B8-5158,38.0091,30.218,7.6143,486.425,619.3345,0.94097153
TCGA-CJ-4892,36.0191,26.91,8.2876,228.0584,1923.8035,0.97556534
TCGA-BP-4162,42.3424,32.3809,8.575,129.7158,1384.6002,0.96799703
TCGA-DV-A4VX,19.975,30.0392,4.6405,156.3528,111.9369,0.48581736
TCGA-B8-A54I,8.6716,14.3599,3.3028,224.8614,42.1815,0.96038319
TCGA-B8-A7U6,27.6632,31.1498,6.8692,342.8037,1726.9562,0.98532429
TCGA-BP-4799,11.1806,14.5069,4.4822,35.5003,1857.8567,0.97692532
TCGA-CW-5588,30.6832,28.7594,7.1457,379.6663,1592.8824,0.9602828
TCGA-B0-4698,29.8576,66.6764,8.1002,65.9407,30.2948,0.68595741
TCGA-CJ-4918,27.0412,24.8544,5.6417,171.4026,2130.5045,0.9945587
TCGA-A3-3347,36.214,34.1504,9.1006,382.0132,355.1375,0.88455376
TCGA-B8-5546,49.8106,42.4792,8.3724,59.7905,206.6313,0.55196901
TCGA-B0-5113,43.5166,30.7531,9.3228,232.8753,1364.5444,0.9784354
TCGA-B2-3923,34.8918,14.4724,14.0848,13.3711,113.8692,0.71837534
TCGA-B4-5838,44.8855,36.903,12.0282,52.8258,1665.6416,0.94030596
TCGA-CJ-4882,18.6882,26.5692,4.8928,198.951,775.4921,0.98156437
TCGA-A3-3320,53.221,27.2438,10.1202,135.4044,2861.6055,0.97218537
TCGA-A3-A8OV,27.7174,22.1743,7.6575,209.59,570.8794,0.92699255
TCGA-BP-4801,30.3348,26.9397,5.8425,172.2384,1837.4319,0.98015209
TCGA-A3-3329,35.8322,32.9386,8.2245,174.3487,1131.1594,0.9862746
TCGA-A3-3357,29.1604,21.0793,9.0709,82.3429,143.8908,0.89922014
TCGA-B0-4838,33.9873,32.2348,8.3623,125.7074,1574.3998,0.96496608
TCGA-BP-4345,26.507,28.1806,6.3559,166.9713,2527.1559,0.9960485
TCGA-BP-4967,27.0219,24.563,5.9174,432.5384,404.7454,0.95703758
TCGA-BP-4986,26.3038,32.0804,12.502,394.4228,860.5352,0.98547958
TCGA-B8-4151,40.1167,29.2207,8.7236,265.6825,669.8757,0.96095596
TCGA-CJ-5684,26.1332,29.4341,5.6158,101.5095,1243.655,0.99158648
TCGA-BP-5185,6.043,5.4705,1.808,23.851,223.2645,0.94560438
TCGA-B0-5096,36.7732,31.8752,7.7362,191.2973,1649.2926,0.87733061
TCGA-AK-3428,48.2825,30.971,9.7671,327.2612,2432.6069,0.98163086
TCGA-B0-4688,39.502,57.3823,10.0582,35.7727,20.4066,0.56008069
TCGA-CJ-4905,44.1569,38.2175,6.0561,329.5027,4047.5601,0.99667201
TCGA-DV-5575,39.4139,31.2911,6.9467,292.2615,2523.655,0.97467299
TCGA-B0-4827,24.2251,27.1432,6.8177,104.2852,599.3406,0.9663983
TCGA-BP-4355,32.8111,28.021,6.5979,297.0433,5431.8515,0.99607557
TCGA-CJ-4890,20.537,28.9877,3.9392,171.1484,546.3928,0.97534926
TCGA-B0-5092,25.5589,27.0997,8.0805,159.5654,768.7373,0.93737031
TCGA-BP-4985,20.1216,22.1091,7.3371,58.239,915.2113,0.97616
