"","Row.names","ENSG00000167196.14","sample_type","patient","project_id","fc"
"192","TCGA-A8-A079-01A-21R-A00Z-07","8.3343","Primary Tumor","TCGA-A8-A079","TCGA-BRCA","1.38573961091278"
"193","TCGA-A8-A07B-01A-11R-A00Z-07","7.1359","Primary Tumor","TCGA-A8-A07B","TCGA-BRCA","1.38573961091278"
"194","TCGA-A8-A07C-01A-11R-A034-07","11.725","Primary Tumor","TCGA-A8-A07C","TCGA-BRCA","1.38573961091278"
"195","TCGA-A8-A07E-01A-11R-A034-07","9.7357","Primary Tumor","TCGA-A8-A07E","TCGA-BRCA","1.38573961091278"
"196","TCGA-A8-A07F-01A-11R-A00Z-07","13.7238","Primary Tumor","TCGA-A8-A07F","TCGA-BRCA","1.38573961091278"
"197","TCGA-A8-A07G-01A-11R-A034-07","10.2888","Primary Tumor","TCGA-A8-A07G","TCGA-BRCA","1.38573961091278"
"198","TCGA-A8-A07I-01A-11R-A00Z-07","11.4634","Primary Tumor","TCGA-A8-A07I","TCGA-BRCA","1.38573961091278"
"199","TCGA-A8-A07J-01A-11R-A00Z-07","10.3091","Primary Tumor","TCGA-A8-A07J","TCGA-BRCA","1.38573961091278"
"200","TCGA-A8-A07L-01A-11R-A00Z-07","15.5295","Primary Tumor","TCGA-A8-A07L","TCGA-BRCA","1.38573961091278"
"201","TCGA-A8-A07O-01A-11R-A00Z-07","9.6791","Primary Tumor","TCGA-A8-A07O","TCGA-BRCA","1.38573961091278"
"202","TCGA-A8-A07P-01A-11R-A00Z-07","16.7586","Primary Tumor","TCGA-A8-A07P","TCGA-BRCA","1.38573961091278"
"203","TCGA-A8-A07R-01A-21R-A034-07","13.072","Primary Tumor","TCGA-A8-A07R","TCGA-BRCA","1.38573961091278"
"204","TCGA-A8-A07S-01A-11R-A034-07","9.317","Primary Tumor","TCGA-A8-A07S","TCGA-BRCA","1.38573961091278"
"205","TCGA-A8-A07U-01A-11R-A034-07","7.3204","Primary Tumor","TCGA-A8-A07U","TCGA-BRCA","1.38573961091278"
"206","TCGA-A8-A07W-01A-11R-A00Z-07","11.2319","Primary Tumor","TCGA-A8-A07W","TCGA-BRCA","1.38573961091278"
"207","TCGA-A8-A07Z-01A-11R-A00Z-07","7.8823","Primary Tumor","TCGA-A8-A07Z","TCGA-BRCA","1.38573961091278"
"208","TCGA-A8-A081-01A-11R-A00Z-07","9.493","Primary Tumor","TCGA-A8-A081","TCGA-BRCA","1.38573961091278"
"209","TCGA-A8-A082-01A-11R-A00Z-07","8.6932","Primary Tumor","TCGA-A8-A082","TCGA-BRCA","1.38573961091278"
"210","TCGA-A8-A083-01A-21R-A00Z-07","12.759","Primary Tumor","TCGA-A8-A083","TCGA-BRCA","1.38573961091278"
"211","TCGA-A8-A084-01A-21R-A00Z-07","5.8185","Primary Tumor","TCGA-A8-A084","TCGA-BRCA","1.38573961091278"
"212","TCGA-A8-A085-01A-11R-A00Z-07","10.9182","Primary Tumor","TCGA-A8-A085","TCGA-BRCA","1.38573961091278"
"213","TCGA-A8-A086-01A-11R-A00Z-07","10.2833","Primary Tumor","TCGA-A8-A086","TCGA-BRCA","1.38573961091278"
"214","TCGA-A8-A08A-01A-11R-A32Y-07","7.6981","Primary Tumor","TCGA-A8-A08A","TCGA-BRCA","1.38573961091278"
"215","TCGA-A8-A08B-01A-11R-A00Z-07","14.034","Primary Tumor","TCGA-A8-A08B","TCGA-BRCA","1.38573961091278"
"216","TCGA-A8-A08C-01A-11R-A00Z-07","8.4641","Primary Tumor","TCGA-A8-A08C","TCGA-BRCA","1.38573961091278"
"217","TCGA-A8-A08F-01A-11R-A00Z-07","9.8113","Primary Tumor","TCGA-A8-A08F","TCGA-BRCA","1.38573961091278"
"218","TCGA-A8-A08G-01A-11R-A00Z-07","11.4665","Primary Tumor","TCGA-A8-A08G","TCGA-BRCA","1.38573961091278"
"219","TCGA-A8-A08H-01A-21R-A00Z-07","8.2376","Primary Tumor","TCGA-A8-A08H","TCGA-BRCA","1.38573961091278"
"220","TCGA-A8-A08I-01A-11R-A00Z-07","9.293","Primary Tumor","TCGA-A8-A08I","TCGA-BRCA","1.38573961091278"
"221","TCGA-A8-A08J-01A-11R-A00Z-07","7.8876","Primary Tumor","TCGA-A8-A08J","TCGA-BRCA","1.38573961091278"
"222","TCGA-A8-A08L-01A-11R-A00Z-07","6.5732","Primary Tumor","TCGA-A8-A08L","TCGA-BRCA","1.38573961091278"
"223","TCGA-A8-A08O-01A-21R-A056-07","12.8852","Primary Tumor","TCGA-A8-A08O","TCGA-BRCA","1.38573961091278"
"224","TCGA-A8-A08P-01A-11R-A00Z-07","12.6424","Primary Tumor","TCGA-A8-A08P","TCGA-BRCA","1.38573961091278"
"225","TCGA-A8-A08R-01A-11R-A034-07","8.4788","Primary Tumor","TCGA-A8-A08R","TCGA-BRCA","1.38573961091278"
"226","TCGA-A8-A08S-01A-11R-A034-07","9.7956","Primary Tumor","TCGA-A8-A08S","TCGA-BRCA","1.38573961091278"
"227","TCGA-A8-A08T-01A-21R-A00Z-07","9.7777","Primary Tumor","TCGA-A8-A08T","TCGA-BRCA","1.38573961091278"
"228","TCGA-A8-A08X-01A-21R-A00Z-07","3.6059","Primary Tumor","TCGA-A8-A08X","TCGA-BRCA","1.38573961091278"
"229","TCGA-A8-A08Z-01A-21R-A00Z-07","11.5097","Primary Tumor","TCGA-A8-A08Z","TCGA-BRCA","1.38573961091278"
"230","TCGA-A8-A090-01A-11R-A00Z-07","14.7415","Primary Tumor","TCGA-A8-A090","TCGA-BRCA","1.38573961091278"
"231","TCGA-A8-A091-01A-11R-A00Z-07","8.2138","Primary Tumor","TCGA-A8-A091","TCGA-BRCA","1.38573961091278"
"232","TCGA-A8-A092-01A-11R-A00Z-07","8.3399","Primary Tumor","TCGA-A8-A092","TCGA-BRCA","1.38573961091278"
"233","TCGA-A8-A093-01A-11R-A00Z-07","6.5559","Primary Tumor","TCGA-A8-A093","TCGA-BRCA","1.38573961091278"
"234","TCGA-A8-A094-01A-11R-A00Z-07","13.7031","Primary Tumor","TCGA-A8-A094","TCGA-BRCA","1.38573961091278"
"235","TCGA-A8-A095-01A-11R-A00Z-07","17.4806","Primary Tumor","TCGA-A8-A095","TCGA-BRCA","1.38573961091278"
"236","TCGA-A8-A096-01A-11R-A00Z-07","10.0573","Primary Tumor","TCGA-A8-A096","TCGA-BRCA","1.38573961091278"
"237","TCGA-A8-A097-01A-11R-A034-07","13.5575","Primary Tumor","TCGA-A8-A097","TCGA-BRCA","1.38573961091278"
"238","TCGA-A8-A099-01A-11R-A00Z-07","17.5346","Primary Tumor","TCGA-A8-A099","TCGA-BRCA","1.38573961091278"
"239","TCGA-A8-A09A-01A-11R-A00Z-07","10.4872","Primary Tumor","TCGA-A8-A09A","TCGA-BRCA","1.38573961091278"
"240","TCGA-A8-A09B-01A-11R-A00Z-07","6.7422","Primary Tumor","TCGA-A8-A09B","TCGA-BRCA","1.38573961091278"
"241","TCGA-A8-A09C-01A-11R-A00Z-07","8.0264","Primary Tumor","TCGA-A8-A09C","TCGA-BRCA","1.38573961091278"
"242","TCGA-A8-A09D-01A-11R-A00Z-07","9.2257","Primary Tumor","TCGA-A8-A09D","TCGA-BRCA","1.38573961091278"
"243","TCGA-A8-A09E-01A-11R-A00Z-07","11.0029","Primary Tumor","TCGA-A8-A09E","TCGA-BRCA","1.38573961091278"
"244","TCGA-A8-A09G-01A-21R-A00Z-07","12.6368","Primary Tumor","TCGA-A8-A09G","TCGA-BRCA","1.38573961091278"
"245","TCGA-A8-A09I-01A-22R-A034-07","15.2245","Primary Tumor","TCGA-A8-A09I","TCGA-BRCA","1.38573961091278"
"246","TCGA-A8-A09K-01A-11R-A00Z-07","10.9196","Primary Tumor","TCGA-A8-A09K","TCGA-BRCA","1.38573961091278"
"247","TCGA-A8-A09M-01A-11R-A00Z-07","19.2642","Primary Tumor","TCGA-A8-A09M","TCGA-BRCA","1.38573961091278"
"248","TCGA-A8-A09N-01A-11R-A00Z-07","13.7234","Primary Tumor","TCGA-A8-A09N","TCGA-BRCA","1.38573961091278"
"249","TCGA-A8-A09Q-01A-11R-A00Z-07","7.6877","Primary Tumor","TCGA-A8-A09Q","TCGA-BRCA","1.38573961091278"
"250","TCGA-A8-A09R-01A-11R-A00Z-07","11.5554","Primary Tumor","TCGA-A8-A09R","TCGA-BRCA","1.38573961091278"
"251","TCGA-A8-A09T-01A-11R-A00Z-07","17.6847","Primary Tumor","TCGA-A8-A09T","TCGA-BRCA","1.38573961091278"
"252","TCGA-A8-A09V-01A-11R-A034-07","11.5723","Primary Tumor","TCGA-A8-A09V","TCGA-BRCA","1.38573961091278"
"253","TCGA-A8-A09W-01A-11R-A00Z-07","7.906","Primary Tumor","TCGA-A8-A09W","TCGA-BRCA","1.38573961091278"
"254","TCGA-A8-A09X-01A-11R-A00Z-07","8.8324","Primary Tumor","TCGA-A8-A09X","TCGA-BRCA","1.38573961091278"
"255","TCGA-A8-A09Z-01A-11R-A00Z-07","9.8706","Primary Tumor","TCGA-A8-A09Z","TCGA-BRCA","1.38573961091278"
"256","TCGA-A8-A0A1-01A-11R-A00Z-07","11.5642","Primary Tumor","TCGA-A8-A0A1","TCGA-BRCA","1.38573961091278"
"257","TCGA-A8-A0A2-01A-11R-A034-07","10.2893","Primary Tumor","TCGA-A8-A0A2","TCGA-BRCA","1.38573961091278"
"258","TCGA-A8-A0A4-01A-11R-A00Z-07","12.7032","Primary Tumor","TCGA-A8-A0A4","TCGA-BRCA","1.38573961091278"
"259","TCGA-A8-A0A6-01A-12R-A056-07","11.81","Primary Tumor","TCGA-A8-A0A6","TCGA-BRCA","1.38573961091278"
"260","TCGA-A8-A0A7-01A-11R-A00Z-07","8.3304","Primary Tumor","TCGA-A8-A0A7","TCGA-BRCA","1.38573961091278"
"261","TCGA-A8-A0A9-01A-11R-A00Z-07","10.9674","Primary Tumor","TCGA-A8-A0A9","TCGA-BRCA","1.38573961091278"
"262","TCGA-A8-A0AB-01A-11R-A034-07","12.1754","Primary Tumor","TCGA-A8-A0AB","TCGA-BRCA","1.38573961091278"
"263","TCGA-A8-A0AD-01A-11R-A056-07","9.4717","Primary Tumor","TCGA-A8-A0AD","TCGA-BRCA","1.38573961091278"
"264","TCGA-AC-A23C-01A-12R-A169-07","11.5896","Primary Tumor","TCGA-AC-A23C","TCGA-BRCA","1.38573961091278"
"265","TCGA-AC-A23E-01A-11R-A157-07","7.7815","Primary Tumor","TCGA-AC-A23E","TCGA-BRCA","1.38573961091278"
"266","TCGA-AC-A23G-01A-11R-A213-07","5.6367","Primary Tumor","TCGA-AC-A23G","TCGA-BRCA","1.38573961091278"
"267","TCGA-AC-A23H-01A-11R-A157-07","11.2375","Primary Tumor","TCGA-AC-A23H","TCGA-BRCA","1.38573961091278"
"268","TCGA-AC-A23H-11A-12R-A157-07","6.6917","Solid Tissue Normal","TCGA-AC-A23H","TCGA-BRCA","1.38573961091278"
"269","TCGA-AC-A2B8-01A-11R-A17B-07","10.829","Primary Tumor","TCGA-AC-A2B8","TCGA-BRCA","1.38573961091278"
"270","TCGA-AC-A2BK-01A-11R-A21T-07","8.2454","Primary Tumor","TCGA-AC-A2BK","TCGA-BRCA","1.38573961091278"
"271","TCGA-AC-A2BM-01A-11R-A21T-07","20.1615","Primary Tumor","TCGA-AC-A2BM","TCGA-BRCA","1.38573961091278"
"272","TCGA-AC-A2FB-01A-11R-A17B-07","7.8833","Primary Tumor","TCGA-AC-A2FB","TCGA-BRCA","1.38573961091278"
"273","TCGA-AC-A2FB-11A-13R-A17B-07","5.1651","Solid Tissue Normal","TCGA-AC-A2FB","TCGA-BRCA","1.38573961091278"
"274","TCGA-AC-A2FE-01A-11R-A19W-07","9.5591","Primary Tumor","TCGA-AC-A2FE","TCGA-BRCA","1.38573961091278"
"275","TCGA-AC-A2FF-01A-11R-A17B-07","10.5362","Primary Tumor","TCGA-AC-A2FF","TCGA-BRCA","1.38573961091278"
"276","TCGA-AC-A2FF-11A-13R-A17B-07","9.5892","Solid Tissue Normal","TCGA-AC-A2FF","TCGA-BRCA","1.38573961091278"
"277","TCGA-AC-A2FG-01A-11R-A17B-07","8.9725","Primary Tumor","TCGA-AC-A2FG","TCGA-BRCA","1.38573961091278"
"278","TCGA-AC-A2FK-01A-12R-A180-07","11.0064","Primary Tumor","TCGA-AC-A2FK","TCGA-BRCA","1.38573961091278"
"279","TCGA-AC-A2FM-01A-11R-A19W-07","9.5417","Primary Tumor","TCGA-AC-A2FM","TCGA-BRCA","1.38573961091278"
"280","TCGA-AC-A2FO-01A-11R-A180-07","9.6487","Primary Tumor","TCGA-AC-A2FO","TCGA-BRCA","1.38573961091278"
"281","TCGA-AC-A2QH-01A-11R-A18M-07","6.8325","Primary Tumor","TCGA-AC-A2QH","TCGA-BRCA","1.38573961091278"
"282","TCGA-AC-A2QI-01A-12R-A19W-07","10.3388","Primary Tumor","TCGA-AC-A2QI","TCGA-BRCA","1.38573961091278"
"283","TCGA-AC-A2QJ-01A-12R-A19W-07","2.5315","Primary Tumor","TCGA-AC-A2QJ","TCGA-BRCA","1.38573961091278"
"284","TCGA-AC-A3BB-01A-21R-A19W-07","8.3671","Primary Tumor","TCGA-AC-A3BB","TCGA-BRCA","1.38573961091278"
"285","TCGA-AC-A3EH-01A-22R-A22K-07","4.9038","Primary Tumor","TCGA-AC-A3EH","TCGA-BRCA","1.38573961091278"
"286","TCGA-AC-A3HN-01A-11R-A213-07","10.8836","Primary Tumor","TCGA-AC-A3HN","TCGA-BRCA","1.38573961091278"
"287","TCGA-AC-A3OD-01A-11R-A21T-07","2.842","Primary Tumor","TCGA-AC-A3OD","TCGA-BRCA","1.38573961091278"
"288","TCGA-AC-A3QP-01A-11R-A22U-07","7.1494","Primary Tumor","TCGA-AC-A3QP","TCGA-BRCA","1.38573961091278"
"289","TCGA-AC-A3TM-01A-11R-A22K-07","6.9518","Primary Tumor","TCGA-AC-A3TM","TCGA-BRCA","1.38573961091278"
"290","TCGA-AC-A3TN-01A-11R-A22K-07","7.0954","Primary Tumor","TCGA-AC-A3TN","TCGA-BRCA","1.38573961091278"
"291","TCGA-AC-A3W5-01A-11R-A22K-07","7.4422","Primary Tumor","TCGA-AC-A3W5","TCGA-BRCA","1.38573961091278"
"292","TCGA-AC-A3W6-01A-12R-A22K-07","6.485","Primary Tumor","TCGA-AC-A3W6","TCGA-BRCA","1.38573961091278"
"293","TCGA-AC-A3W7-01A-11R-A22K-07","11.7854","Primary Tumor","TCGA-AC-A3W7","TCGA-BRCA","1.38573961091278"
"294","TCGA-AC-A3YI-01A-21R-A239-07","8.2129","Primary Tumor","TCGA-AC-A3YI","TCGA-BRCA","1.38573961091278"
"295","TCGA-AC-A3YJ-01A-11R-A22U-07","8.0431","Primary Tumor","TCGA-AC-A3YJ","TCGA-BRCA","1.38573961091278"
"296","TCGA-AC-A4ZE-01A-11R-A41B-07","11.1787","Primary Tumor","TCGA-AC-A4ZE","TCGA-BRCA","1.38573961091278"
"297","TCGA-AC-A5EH-01A-11R-A28M-07","14.0014","Primary Tumor","TCGA-AC-A5EH","TCGA-BRCA","1.38573961091278"
"298","TCGA-AC-A5XS-01A-11R-A29R-07","9.4156","Primary Tumor","TCGA-AC-A5XS","TCGA-BRCA","1.38573961091278"
"299","TCGA-AC-A5XU-01A-11R-A28M-07","8.2472","Primary Tumor","TCGA-AC-A5XU","TCGA-BRCA","1.38573961091278"
"300","TCGA-AC-A62V-01A-11R-A31O-07","7.1315","Primary Tumor","TCGA-AC-A62V","TCGA-BRCA","1.38573961091278"
"301","TCGA-AC-A62X-01A-11R-A29R-07","7.1263","Primary Tumor","TCGA-AC-A62X","TCGA-BRCA","1.38573961091278"
"302","TCGA-AC-A62Y-01A-11R-A29R-07","10.4734","Primary Tumor","TCGA-AC-A62Y","TCGA-BRCA","1.38573961091278"
"303","TCGA-AC-A6IV-01A-12R-A33J-07","7.0568","Primary Tumor","TCGA-AC-A6IV","TCGA-BRCA","1.38573961091278"
"304","TCGA-AC-A6IW-01A-12R-A33J-07","7.7157","Primary Tumor","TCGA-AC-A6IW","TCGA-BRCA","1.38573961091278"
"305","TCGA-AC-A6IX-01A-12R-A32P-07","10.5771","Primary Tumor","TCGA-AC-A6IX","TCGA-BRCA","1.38573961091278"
"306","TCGA-AC-A6NO-01A-12R-A33J-07","10.6598","Primary Tumor","TCGA-AC-A6NO","TCGA-BRCA","1.38573961091278"
"307","TCGA-AC-A7VB-01A-11R-A352-07","10.9651","Primary Tumor","TCGA-AC-A7VB","TCGA-BRCA","1.38573961091278"
"308","TCGA-AC-A7VC-01A-11R-A352-07","7.0981","Primary Tumor","TCGA-AC-A7VC","TCGA-BRCA","1.38573961091278"
"309","TCGA-AC-A8OP-01A-11R-A36F-07","8.5868","Primary Tumor","TCGA-AC-A8OP","TCGA-BRCA","1.38573961091278"
"310","TCGA-AC-A8OQ-01A-11R-A41B-07","5.1658","Primary Tumor","TCGA-AC-A8OQ","TCGA-BRCA","1.38573961091278"
"311","TCGA-AC-A8OR-01A-21R-A41B-07","10.3513","Primary Tumor","TCGA-AC-A8OR","TCGA-BRCA","1.38573961091278"
"312","TCGA-AC-A8OS-01A-12R-A41B-07","8.3518","Primary Tumor","TCGA-AC-A8OS","TCGA-BRCA","1.38573961091278"
"313","TCGA-AN-A03X-01A-21R-A00Z-07","8.7888","Primary Tumor","TCGA-AN-A03X","TCGA-BRCA","1.38573961091278"
"314","TCGA-AN-A03Y-01A-21R-A00Z-07","9.3138","Primary Tumor","TCGA-AN-A03Y","TCGA-BRCA","1.38573961091278"
"315","TCGA-AN-A041-01A-11R-A034-07","10.5811","Primary Tumor","TCGA-AN-A041","TCGA-BRCA","1.38573961091278"
"316","TCGA-AN-A046-01A-21R-A034-07","9.3476","Primary Tumor","TCGA-AN-A046","TCGA-BRCA","1.38573961091278"
"317","TCGA-AN-A049-01A-21R-A00Z-07","10.5811","Primary Tumor","TCGA-AN-A049","TCGA-BRCA","1.38573961091278"
"318","TCGA-AN-A04A-01A-21R-A034-07","17.6497","Primary Tumor","TCGA-AN-A04A","TCGA-BRCA","1.38573961091278"
"319","TCGA-AN-A04C-01A-21R-A034-07","13.7548","Primary Tumor","TCGA-AN-A04C","TCGA-BRCA","1.38573961091278"
"320","TCGA-AN-A04D-01A-21R-A034-07","16.6645","Primary Tumor","TCGA-AN-A04D","TCGA-BRCA","1.38573961091278"
"321","TCGA-AN-A0AJ-01A-11R-A00Z-07","9.0239","Primary Tumor","TCGA-AN-A0AJ","TCGA-BRCA","1.38573961091278"
"322","TCGA-AN-A0AK-01A-21R-A00Z-07","15.7205","Primary Tumor","TCGA-AN-A0AK","TCGA-BRCA","1.38573961091278"
"323","TCGA-AN-A0AL-01A-11R-A00Z-07","8.1574","Primary Tumor","TCGA-AN-A0AL","TCGA-BRCA","1.38573961091278"
"324","TCGA-AN-A0AM-01A-11R-A034-07","10.986","Primary Tumor","TCGA-AN-A0AM","TCGA-BRCA","1.38573961091278"
"325","TCGA-AN-A0AR-01A-11R-A00Z-07","6.0402","Primary Tumor","TCGA-AN-A0AR","TCGA-BRCA","1.38573961091278"
"326","TCGA-AN-A0AS-01A-11R-A00Z-07","7.6581","Primary Tumor","TCGA-AN-A0AS","TCGA-BRCA","1.38573961091278"
"327","TCGA-AN-A0AT-01A-11R-A034-07","16.3825","Primary Tumor","TCGA-AN-A0AT","TCGA-BRCA","1.38573961091278"
"328","TCGA-AN-A0FD-01A-11R-A034-07","5.1543","Primary Tumor","TCGA-AN-A0FD","TCGA-BRCA","1.38573961091278"
"329","TCGA-AN-A0FF-01A-11R-A034-07","11.6197","Primary Tumor","TCGA-AN-A0FF","TCGA-BRCA","1.38573961091278"
"330","TCGA-AN-A0FJ-01A-11R-A00Z-07","7.9302","Primary Tumor","TCGA-AN-A0FJ","TCGA-BRCA","1.38573961091278"
"331","TCGA-AN-A0FK-01A-11R-A034-07","6.7819","Primary Tumor","TCGA-AN-A0FK","TCGA-BRCA","1.38573961091278"
"332","TCGA-AN-A0FL-01A-11R-A034-07","3.5764","Primary Tumor","TCGA-AN-A0FL","TCGA-BRCA","1.38573961091278"
"333","TCGA-AN-A0FN-01A-11R-A034-07","7.4267","Primary Tumor","TCGA-AN-A0FN","TCGA-BRCA","1.38573961091278"
"334","TCGA-AN-A0FS-01A-11R-A034-07","10.6582","Primary Tumor","TCGA-AN-A0FS","TCGA-BRCA","1.38573961091278"
"335","TCGA-AN-A0FT-01A-11R-A034-07","3.2415","Primary Tumor","TCGA-AN-A0FT","TCGA-BRCA","1.38573961091278"
"336","TCGA-AN-A0FV-01A-11R-A00Z-07","8.889","Primary Tumor","TCGA-AN-A0FV","TCGA-BRCA","1.38573961091278"
"337","TCGA-AN-A0FW-01A-11R-A034-07","10.9104","Primary Tumor","TCGA-AN-A0FW","TCGA-BRCA","1.38573961091278"
"338","TCGA-AN-A0FX-01A-11R-A034-07","8.5215","Primary Tumor","TCGA-AN-A0FX","TCGA-BRCA","1.38573961091278"
"339","TCGA-AN-A0FY-01A-11R-A034-07","8.7969","Primary Tumor","TCGA-AN-A0FY","TCGA-BRCA","1.38573961091278"
"340","TCGA-AN-A0FZ-01A-11R-A034-07","10.4845","Primary Tumor","TCGA-AN-A0FZ","TCGA-BRCA","1.38573961091278"
"341","TCGA-AN-A0G0-01A-11R-A034-07","12.9295","Primary Tumor","TCGA-AN-A0G0","TCGA-BRCA","1.38573961091278"
"342","TCGA-AN-A0XL-01A-11R-A10J-07","10.2115","Primary Tumor","TCGA-AN-A0XL","TCGA-BRCA","1.38573961091278"
"343","TCGA-AN-A0XN-01A-21R-A109-07","8.4005","Primary Tumor","TCGA-AN-A0XN","TCGA-BRCA","1.38573961091278"
"344","TCGA-AN-A0XO-01A-11R-A109-07","12.7078","Primary Tumor","TCGA-AN-A0XO","TCGA-BRCA","1.38573961091278"
"345","TCGA-AN-A0XP-01A-11R-A109-07","11.2888","Primary Tumor","TCGA-AN-A0XP","TCGA-BRCA","1.38573961091278"
"346","TCGA-AN-A0XR-01A-11R-A109-07","9.9995","Primary Tumor","TCGA-AN-A0XR","TCGA-BRCA","1.38573961091278"
"347","TCGA-AN-A0XS-01A-22R-A109-07","8.3462","Primary Tumor","TCGA-AN-A0XS","TCGA-BRCA","1.38573961091278"
"348","TCGA-AN-A0XT-01A-11R-A109-07","14.3236","Primary Tumor","TCGA-AN-A0XT","TCGA-BRCA","1.38573961091278"
"349","TCGA-AN-A0XU-01A-11R-A109-07","24.5825","Primary Tumor","TCGA-AN-A0XU","TCGA-BRCA","1.38573961091278"
"350","TCGA-AN-A0XV-01A-11R-A109-07","12.1752","Primary Tumor","TCGA-AN-A0XV","TCGA-BRCA","1.38573961091278"
"351","TCGA-AN-A0XW-01A-11R-A109-07","11.5106","Primary Tumor","TCGA-AN-A0XW","TCGA-BRCA","1.38573961091278"
"352","TCGA-AO-A03L-01A-41R-A056-07","13.6645","Primary Tumor","TCGA-AO-A03L","TCGA-BRCA","1.38573961091278"
"353","TCGA-AO-A03O-01A-11R-A00Z-07","10.7357","Primary Tumor","TCGA-AO-A03O","TCGA-BRCA","1.38573961091278"
"354","TCGA-AO-A03P-01A-11R-A00Z-07","16.8832","Primary Tumor","TCGA-AO-A03P","TCGA-BRCA","1.38573961091278"
"355","TCGA-AO-A03R-01A-21R-A034-07","6.1691","Primary Tumor","TCGA-AO-A03R","TCGA-BRCA","1.38573961091278"
"356","TCGA-AO-A03T-01A-21R-A034-07","4.131","Primary Tumor","TCGA-AO-A03T","TCGA-BRCA","1.38573961091278"
"357","TCGA-AO-A03V-01A-11R-A115-07","11.5561","Primary Tumor","TCGA-AO-A03V","TCGA-BRCA","1.38573961091278"
"358","TCGA-AO-A0J2-01A-11R-A034-07","9.7408","Primary Tumor","TCGA-AO-A0J2","TCGA-BRCA","1.38573961091278"
"359","TCGA-AO-A0J3-01A-11R-A034-07","16.6266","Primary Tumor","TCGA-AO-A0J3","TCGA-BRCA","1.38573961091278"
"360","TCGA-AO-A0J4-01A-11R-A034-07","11.3602","Primary Tumor","TCGA-AO-A0J4","TCGA-BRCA","1.38573961091278"
"361","TCGA-AO-A0J5-01A-11R-A034-07","7.8058","Primary Tumor","TCGA-AO-A0J5","TCGA-BRCA","1.38573961091278"
"362","TCGA-AO-A0J6-01A-11R-A034-07","6.5857","Primary Tumor","TCGA-AO-A0J6","TCGA-BRCA","1.38573961091278"
"363","TCGA-AO-A0J7-01A-11R-A034-07","7.0352","Primary Tumor","TCGA-AO-A0J7","TCGA-BRCA","1.38573961091278"
"364","TCGA-AO-A0J8-01A-21R-A034-07","13.8292","Primary Tumor","TCGA-AO-A0J8","TCGA-BRCA","1.38573961091278"
"365","TCGA-AO-A0J9-01A-11R-A034-07","3.7392","Primary Tumor","TCGA-AO-A0J9","TCGA-BRCA","1.38573961091278"
"366","TCGA-AO-A0JA-01A-11R-A056-07","11.9032","Primary Tumor","TCGA-AO-A0JA","TCGA-BRCA","1.38573961091278"
"367","TCGA-AO-A0JB-01A-11R-A32Y-07","2.9874","Primary Tumor","TCGA-AO-A0JB","TCGA-BRCA","1.38573961091278"
"368","TCGA-AO-A0JC-01A-11R-A056-07","8.3384","Primary Tumor","TCGA-AO-A0JC","TCGA-BRCA","1.38573961091278"
"369","TCGA-AO-A0JD-01A-11R-A056-07","22.8801","Primary Tumor","TCGA-AO-A0JD","TCGA-BRCA","1.38573961091278"
"370","TCGA-AO-A0JE-01A-11R-A056-07","8.383","Primary Tumor","TCGA-AO-A0JE","TCGA-BRCA","1.38573961091278"
"371","TCGA-AO-A0JF-01A-11R-A056-07","11.7833","Primary Tumor","TCGA-AO-A0JF","TCGA-BRCA","1.38573961091278"
"372","TCGA-AO-A0JG-01A-31R-A084-07","12.8262","Primary Tumor","TCGA-AO-A0JG","TCGA-BRCA","1.38573961091278"
"373","TCGA-AO-A0JI-01A-21R-A056-07","15.6496","Primary Tumor","TCGA-AO-A0JI","TCGA-BRCA","1.38573961091278"
"374","TCGA-AO-A0JJ-01A-11R-A056-07","9.583","Primary Tumor","TCGA-AO-A0JJ","TCGA-BRCA","1.38573961091278"
"375","TCGA-AO-A0JL-01A-11R-A056-07","4.45","Primary Tumor","TCGA-AO-A0JL","TCGA-BRCA","1.38573961091278"
"376","TCGA-AO-A0JM-01A-21R-A056-07","14.1943","Primary Tumor","TCGA-AO-A0JM","TCGA-BRCA","1.38573961091278"
"377","TCGA-AO-A124-01A-11R-A10J-07","17.1083","Primary Tumor","TCGA-AO-A124","TCGA-BRCA","1.38573961091278"
"378","TCGA-AO-A125-01A-11R-A10J-07","9.6511","Primary Tumor","TCGA-AO-A125","TCGA-BRCA","1.38573961091278"
"379","TCGA-AO-A126-01A-11R-A10J-07","5.6149","Primary Tumor","TCGA-AO-A126","TCGA-BRCA","1.38573961091278"
"380","TCGA-AO-A128-01A-11R-A10J-07","7.8076","Primary Tumor","TCGA-AO-A128","TCGA-BRCA","1.38573961091278"
"381","TCGA-AO-A129-01A-21R-A10J-07","13.9513","Primary Tumor","TCGA-AO-A129","TCGA-BRCA","1.38573961091278"
"382","TCGA-AO-A12A-01A-21R-A115-07","13.2662","Primary Tumor","TCGA-AO-A12A","TCGA-BRCA","1.38573961091278"
"383","TCGA-AO-A12B-01A-11R-A10J-07","7.1783","Primary Tumor","TCGA-AO-A12B","TCGA-BRCA","1.38573961091278"
"384","TCGA-AO-A12C-01A-11R-A10J-07","9.5937","Primary Tumor","TCGA-AO-A12C","TCGA-BRCA","1.38573961091278"
"385","TCGA-AO-A12D-01A-11R-A115-07","5.7617","Primary Tumor","TCGA-AO-A12D","TCGA-BRCA","1.38573961091278"
